Sample_ID,Sample_Name,Sample_Type,Sample_Desc,Pub_Issue,Pub_Issue1,Pub_Issue2,Pub_Issue3,Pub_Issue4,Pub_Issue5,WGS84_Lat,WGS84_Long,WGS84_Elev,Coord_Confidence,BCGS_Grid,Ag_AAS_ppm,As_AAS_ppm,Au_AAS_ppb,Co_AAS_ppm,Ge_AAS_ppm,Hg_AAS_ppb,Hg1_AAS_ppb,Mo_AAS_ppm,Ni_AAS_ppm,Sb_AAS_ppm,Se_AAS_ppm,Te_AAS_ppm,Zn_AAS_ppm,Ag_AIP_ppb,Al_AIP_%,As_AIP_ppm,Au_AIP_ppb,B_AIP_ppm,Ba_AIP_ppm,Be_AIP_ppm,Bi_AIP_ppm,Ca_AIP_%,Cd_AIP_ppm,Ce_AIP_ppm,Co_AIP_ppm,Cr_AIP_ppm,Cs_AIP_ppm,Cu_AIP_ppm,Fe_AIP_%,Ga_AIP_ppm,Ge_AIP_ppm,Hf_AIP_ppm,Hg_AIP_ppb,In_AIP_ppm,K_AIP_%,La_AIP_ppm,Li_AIP_ppm,Mg_AIP_%,Mn_AIP_ppm,Mo_AIP_ppm,Na_AIP_%,Nb_AIP_ppm,Ni_AIP_ppm,P_AIP_%,Pb_AIP_ppm,Pd_AIP_ppb,Pt_AIP_ppb,Rb_AIP_ppm,Re_AIP_ppb,S(T)_AIP_%,Sb_AIP_ppm,Sc_AIP_ppm,Se_AIP_ppm,Sn_AIP_ppm,Sr_AIP_ppm,Ta_AIP_ppm,Te_AIP_ppm,Th_AIP_ppm,Ti_AIP_ppm,Tl_AIP_ppm,U_AIP_ppm,V_AIP_ppm,W_AIP_ppm,Y_AIP_ppm,Zn_AIP_ppm,Zr_AIP_ppm,Ag_FA_ppm,Au_FA_ppb,Au1_FA_ppb,Au2_FA_ppb,Au3_FA_ppb,Ir_FA_ppb,Ir1_FA_ppb,Os_FA_ppb,Os1_FA_ppb,Pd_FA_ppb,Pd1_FA_ppb,Pd2_FA_ppb,Pd3_FA_ppb,Pt_FA_ppb,Pt1_FA_ppb,Pt2_FA_ppb,Pt3_FA_ppb,Rh_FA_ppb,Rh1_FA_ppb,Ru_FA_ppb,Ru1_FA_ppb,H2O+_GRV_%,H2O+1_GRV_%,H2O-_GRV_%,LOI_GRV_%,LOI1_GRV_%,Weight_GRV_g,Ag_INA_ppm,As_INA_ppm,Au_INA_ppb,B_INA_ppm,Ba_INA_ppm,Bi_INA_ppm,Br_INA_ppm,Ca_INA_%,Ce_INA_ppm,Co_INA_ppm,Cr_INA_ppm,Cs_INA_ppm,Cu_INA_ppm,Dy_INA_ppm,Er_INA_ppm,Eu_INA_ppm,Fe_INA_%,Gd_INA_ppm,Hf_INA_ppm,Hg_INA_ppm,Ho_INA_ppm,Ir_INA_ppb,La_INA_ppm,Li_INA_ppm,Lu_INA_ppm,Mo_INA_ppm,Na_INA_%,Nb_INA_ppm,Nd_INA_ppm,Ni_INA_ppm,Os_INA_ppb,Pb_INA_ppm,Pd_INA_ppb,Pr_INA_ppm,Pt_INA_ppb,Rb_INA_ppm,Re_INA_ppb,Rh_INA_ppb,Ru_INA_ppb,Sb_INA_ppm,Sc_INA_ppm,Se_INA_ppm,Sm_INA_ppm,Sn_INA_%,Sr_INA_%,Ta_INA_ppm,Tb_INA_ppm,Th_INA_ppm,Ti_INA_ppm,Tl_INA_ppm,Tm_INA_ppm,U_INA_ppm,V_INA_ppm,W_INA_ppm,Weight_INA_g,Y_INA_ppm,Yb_INA_ppm,Zn_INA_ppm,Zr_INA_ppm,CaF2_ISE_%,Cl_ISE_%,F_ISE_ppm,C(T)_LE_%,C(org)_LE_%,CO2_LE_%,H2O(T)_LE_%,H2O+_LE_%,S(T)_LE_%,S(T)1_LE_%,Ag_LIP_ppm,Al_LIP_%,Al2O3_LIP_%,As_LIP_ppm,Ba_LIP_ppm,Ba1_LIP_ppm,BaO_LIP_%,Be_LIP_ppm,Bi_LIP_ppm,CaO_LIP_%,CaO1_LIP_%,Cd_LIP_ppm,Ce_LIP_ppm,Co_LIP_ppm,Cr_LIP_ppm,Cr2O3_LIP_%,Cs_LIP_ppm,Cu_LIP_ppm,Dy_LIP_ppm,Er_LIP_ppm,Eu_LIP_ppm,Fe2O3(T)_LIP_%,Ga_LIP_ppm,Gd_LIP_ppm,Ge_LIP_ppm,Hf_LIP_ppm,Hg_LIP_ppb,Ho_LIP_ppm,In_LIP_ppm,K2O_LIP_%,K2O1_LIP_%,La_LIP_ppm,Lu_LIP_ppm,MgO_LIP_%,MgO1_LIP_%,MnO_LIP_%,Mo_LIP_ppm,Na2O_LIP_%,Na2O1_LIP_%,Nb_LIP_ppm,Nb1_LIP_ppm,Nd_LIP_ppm,Ni_LIP_ppm,Ni1_LIP_ppm,P2O5_LIP_%,Pb_LIP_ppm,Pr_LIP_ppm,Rb_LIP_ppm,Sb_LIP_ppm,Sc_LIP_ppm,Sc1_LIP_ppm,SiO2_LIP_%,SiO21_LIP_%,Sm_LIP_ppm,Sn_LIP_ppm,Sr_LIP_ppm,Sr1_LIP_ppm,Ta_LIP_ppm,Tb_LIP_ppm,Te_LIP_ppm,Th_LIP_ppm,Ti_LIP_ppm,TiO2_LIP_%,Tl_LIP_ppm,Tm_LIP_ppm,Total_LIP_%,U_LIP_ppm,V_LIP_ppm,W_LIP_ppm,Y_LIP_ppm,Y1_LIP_ppm,Yb_LIP_ppm,Zn_LIP_ppm,Zr_LIP_ppm,Zr1_LIP_ppm,Ag_MAS_ppm,Ag1_MAS_ppm,Al2O3_MAS_%,As_MAS_ppm,As1_MAS_ppm,Ba_MAS_ppm,Bi_MAS_ppm,Bi1_MAS_ppm,Ca_MAS_%,CaO_MAS_%,Cd_MAS_ppm,Co_MAS_ppm,Co1_MAS_ppm,Cr_MAS_ppm,Cs_MAS_ppm,Cu_MAS_ppm,Cu1_MAS_ppm,Eu_MAS_ppm,Fe_MAS_%,Fe2O3(T)_MAS_%,K_MAS_%,K2O_MAS_%,Li_MAS_ppm,Lu_MAS_ppm,Mg_MAS_%,MgO_MAS_%,Mn_MAS_ppm,MnO_MAS_%,Mo_MAS_ppm,Na_MAS_%,Na2O_MAS_%,Nb_MAS_ppm,Ni_MAS_ppm,Ni1_MAS_ppm,Pb_MAS_ppm,Pb1_MAS_ppm,Rb_MAS_ppm,Sb_MAS_ppm,Sb1_MAS_ppm,Sc_MAS_ppm,Se_MAS_ppm,SiO2_MAS_%,Sm_MAS_ppm,Sn_MAS_ppm,Sr_MAS_ppm,Ta_MAS_ppm,Tb_MAS_ppm,Te_MAS_ppm,Th_MAS_ppm,TiO2_MAS_%,Total_MAS_%,U_MAS_ppm,Y_MAS_ppm,Yb_MAS_ppm,Zn_MAS_ppm,Zn1_MAS_ppm,Zr_MAS_ppm,Ag_MIP_ppm,Al_MIP_%,As_MIP_ppm,Au_MIP_ppm,B_MIP_ppm,Ba_MIP_ppm,Be_MIP_ppm,Bi_MIP_ppm,Ca_MIP_%,Cd_MIP_ppm,Ce_MIP_ppm,Co_MIP_ppm,Cr_MIP_ppm,Cs_MIP_ppm,Cu_MIP_ppm,Dy_MIP_ppm,Er_MIP_ppm,Eu_MIP_ppm,Fe_MIP_%,Ga_MIP_ppm,Gd_MIP_ppm,Hf_MIP_ppm,Ho_MIP_ppm,In_MIP_ppm,K_MIP_%,La_MIP_ppm,Li_MIP_ppm,Lu_MIP_ppm,Mg_MIP_%,Mn_MIP_ppm,Mo_MIP_ppm,Na_MIP_%,Nb_MIP_ppm,Nd_MIP_ppm,Ni_MIP_ppm,P_MIP_%,Pb_MIP_ppm,Pr_MIP_ppm,Rb_MIP_ppm,Re_MIP_ppb,S(T)_MIP_%,Sb_MIP_ppm,Sc_MIP_ppm,Se_MIP_ppm,Sm_MIP_ppm,Sn_MIP_ppm,Sr_MIP_ppm,Ta_MIP_ppm,Tb_MIP_ppm,Te_MIP_ppm,Th_MIP_ppm,Ti_MIP_ppm,Tl_MIP_ppm,Tm_MIP_ppm,U_MIP_ppm,V_MIP_ppm,W_MIP_ppm,Y_MIP_ppm,Yb_MIP_ppm,Zn_MIP_ppm,Zr_MIP_ppm,B_SIP_ppm,Ba_SIP_ppm,Be_SIP_ppm,Bi_SIP_ppm,Ce_SIP_ppm,Cl_SIP_%,Cs_SIP_ppm,Dy_SIP_ppm,Er_SIP_ppm,Eu_SIP_ppm,Gd_SIP_ppm,Hf_SIP_ppm,Ho_SIP_ppm,La_SIP_ppm,Li_SIP_ppm,Lu_SIP_ppm,Mo_SIP_ppm,Nb_SIP_ppm,Nd_SIP_ppm,Pb_SIP_ppm,Pr_SIP_ppm,Rb_SIP_ppm,Sc_SIP_ppm,Sm_SIP_ppm,Sr_SIP_ppm,Ta_SIP_ppm,Tb_SIP_ppm,Th_SIP_ppm,Tl_SIP_ppm,Tm_SIP_ppm,U_SIP_ppm,V_SIP_ppm,Y_SIP_ppm,Yb_SIP_ppm,Zr_SIP_ppm,Ba_SP_ppm,FeO_TIT_%,Al2O3_XRF_%,Al2O31_XRF_%,As_XRF_ppm,Ba_XRF_ppm,Ba1_XRF_ppm,BaO_XRF_%,Bi_XRF_ppm,CaO_XRF_%,CaO1_XRF_%,Ce_XRF_ppm,Cl_XRF_%,Co_XRF_ppm,Cr_XRF_ppm,Cr1_XRF_ppm,Cr2O3_XRF_%,Cs_XRF_ppm,Cu_XRF_ppm,Fe2O3(T)_XRF_%,Fe2O3(T)1_XRF_%,Ga_XRF_ppm,Hf_XRF_ppm,K2O_XRF_%,K2O1_XRF_%,La_XRF_ppm,MgO_XRF_%,MgO1_XRF_%,MnO_XRF_%,MnO1_XRF_%,Mo_XRF_ppm,Na2O_XRF_%,Na2O1_XRF_%,Nb_XRF_ppm,Nd_XRF_ppm,Ni_XRF_ppm,P2O5_XRF_%,P2O51_XRF_%,Pb_XRF_ppm,Rb_XRF_ppm,Rb1_XRF_ppm,SO3_XRF_%,SO31_XRF_%,Sc_XRF_ppm,SiO2_XRF_%,SiO21_XRF_%,Sn_XRF_ppm,Sr_XRF_ppm,Sr1_XRF_ppm,Ta_XRF_ppm,Th_XRF_ppm,Th1_XRF_ppm,Ti_XRF_ppm,TiO2_XRF_%,TiO21_XRF_%,Total_XRF_%,Total1_XRF_%,U_XRF_ppm,U1_XRF_ppm,V_XRF_ppm,W_XRF_ppm,Y_XRF_ppm,Y1_XRF_ppm,Yb_XRF_ppm,Zn_XRF_ppm,Zr_XRF_ppm,Zr1_XRF_ppm
7150,R265-6,surface,"Augite-plagioclase mafic flows, flow breccia ",B1997-102,,,,,,49.01810831,-117.8191268,,M,82F.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,0.09,,,31.1,,124,2,,2.79,1.58,1.19,,4.8,1.3,,0.58,,15.2,7.2,0.25,1.2,,3.2,17.6,30,,6.8,,4,,75.1,,,,,,,4,,0.0896,0.23,0.46,3.5,,0.17,0.23,1.6,,,,14,1.67,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83,,,886,,,,10.3,,,,,124,,,,,10.13,,,,2.97,,29,5.83,,0.17,,,2.57,,5,,30,0.4,,,,,,,,49.84,,,912,,15,,,,0.65,,99.29,,,,281,,16,,,,62,
7151,R281-21,surface,Mafic tuff,B1997-102,,,,,,49.04338627,-117.7801731,,M,82F.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,0.09,,,12.3,,40,1.415,,3.14,1.88,0.89,,3.5,2.4,,0.65,,5.5,18.1,0.25,0.9,,2.1,8.3,24,,4.1,,1.7,,50,,,,,,,2.4,,0.049,0.17,0.47,1.1,,0.27,0.26,0.5,,,,15,1.85,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81,,,621,,,,9.38,,,,,40,,,,,10.19,,,,2.01,,,5.62,,0.19,,,2.36,,5,,24,0.19,,,,,,,,48.81,,,495,,,,,,0.79,,99.38,,,,,,20,,,,52,
7152,R284-16,surface,Crystal tuff,B1997-102,,,,,,49.03583486,-117.8640758,,M,82F.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21,,,257,,,,9.93,,,,,34,,,,,11.87,,,,0.67,,,5.88,,0.18,,,2.81,,5,,24,0.22,,,,,,,,50.17,,,376,,,,,,1,,99.6,,,,,,23,,,,70,
7153,R286-5,surface,lapilli tuff,B1997-102,,,,,,49.11952873,-117.8211522,,M,82F.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.41,,,750,,,,5.97,,,,,13,,,,,7.6,,,,1.36,,,3.08,,0.12,,,3.81,,5,,4,0.21,,,,,,,,60.05,,,570,,,,,,0.67,,99.1,,,,,,26,,,,78,
7154,R286-6,surface,na,B1997-102,,,,,,49.11485813,-117.8163473,,M,82F.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37,,,,,,,5.81,,,,,,,,,,7.94,,,,4.4,,,4.3,,0.15,,,3.84,,,,,0.77,,,,,,,,54.33,,,,,,,,,1.18,,99.07,,,,,,,,,,,
7155,R286-9,surface,na,B1997-102,,,,,,49.08804852,-117.8039234,,M,82F.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03,,,,,,,6.66,,,,,,,,,,10.16,,,,3.19,,,4.27,,0.2,,,3.45,,,,,0.66,,,,,,,,53.11,,,,,,,,,0.83,,99.51,,,,,,,,,,,
7156,R287-7,surface,na,B1997-102,,,,,,49.07832318,-117.7630006,,M,82F.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,,,,,,,5.64,,,,,,,,,,8.41,,,,3.53,,,3.43,,0.17,,,3.16,,,,,0.37,,,,,,,,56.86,,,,,,,,,0.75,,99.19,,,,,,,,,,,
7157,R264-22,surface,na,B1997-102,,,,,,49.01565438,-117.8099371,,M,82F.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,849,,,,8.55,,,,,10,,,,,11.17,,,,2.2,,,4.42,,0.21,,,3.14,,5,,12,0.36,,,,,,,,48.09,,,974,,,,,,0.75,,98.77,,,,,,16,,,,55,
7158,R266-1,surface,Mafic tuff,B1997-102,,,,,,49.0346686,-117.7947992,,M,82F.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.96,,,480,,,,10.16,,,,,36,,,,,10.72,,,,1.29,,21,5.76,,0.24,,,2.21,,5,,28,0.26,,,,,,,,47.29,,,479,,15,,,,0.88,,99.2,,,,287,,17,,,,59,
7159,R266-2,surface,Mafic tuff,B1997-102,,,,,,49.03542109,-117.7939492,,M,82F.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.94,,,295,,,,10.1,,,,,136,,,,,11.65,,,,0.81,,15,7.67,,0.2,,,2.35,,5,,53,0.22,,,,,,,,49.01,,,491,,15,,,,0.82,,99.03,,,,300,,17,,,,47,
7160,R269-5a,surface,na,B1997-102,,,,,,49.00579345,-117.8279085,,M,82F.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91,,,758,,,,9.18,,,,,10,,,,,7.82,,,,1.89,,,2.98,,0.12,,,4.15,,5,,11,0.19,,,,,,,,50.97,,,574,,,,,,0.71,,99.16,,,,,,16,,,,87,
7161,R270-3,surface,Elise formation,B1997-102,,,,,,49.01470722,-117.801292,,M,82F.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,0.08,,,31.6,,10,1.936,,3.36,1.91,1.38,,5.5,1.4,,0.69,,14.8,12.8,0.25,1.1,,3.1,19.7,7,,12.4,,4.2,,50,,,,,,,4.4,,0.1118,0.2,0.56,3.1,,0.24,0.26,1.3,281,,,16,1.72,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,R279-9,surface,"Augite-plagioclase mafic flows, flow breccia ",B1997-102,,,,,,49.03191872,-117.7623865,,M,82F.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59,,,917,,,,8.56,,,,,113,,,,,0.15,,,,2.6,,17,5.07,,0.16,,,3.58,,5,,31,0.39,,,,,,,,48.8,,,607,,15,,,,0.67,,98.92,,,,250,,16,,,,57,
7163,R337-9,surface,Crystal-vitric tuff,B1997-102,,,,,,49.24421211,-117.3523705,,M,82F.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,0.13,,,12.5,,308,3.235,,3.04,1.68,0.91,,3.5,0.7,,0.6,,5.3,19.8,0.21,0.8,,2,8.7,145,,6.1,,1.8,,39,,,,,,,2.4,,0.0403,0.16,0.46,1.1,,0.2,0.24,0.5,256,,,15,1.42,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15,,,410,,,,8.52,,,,,308,,,,,10.59,,,,1.54,,15,10.14,,0.19,,,2.83,,5,,145,0.17,,,,,,,,48.9,,,389,,15,,,,0.78,,99.35,,,,156,,18,,,,53,
7164,R339-3,surface,"Augite-plagioclase mafic flows, flow breccia ",B1997-102,,,,,,49.03115722,-117.7053129,,M,82F.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565,0.14,,,96.4,,127,4.319,,4.81,2.52,1.89,,8.2,3.5,,0.85,,47.5,14.1,0.28,0.8,,18.8,43.5,22,,13.4,,11,,98.8,,,,,,,7.8,,0.0832,0.89,0.82,9.4,,0.9,0.33,1.9,194,,,21,1.9,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.76,,,1664,,,,6.96,,,,,127,,,,,8.55,,,,3.36,,55,4.74,,0.16,,,2.49,,15,,22,0.37,,,,,,,,55.55,,,822,,15,,,,1.18,,99.14,,,,194,,28,,,,235,
