Sample_ID,Sample_Name,Sample_Type,Sample_Desc,Pub_Issue,Pub_Issue1,Pub_Issue2,Pub_Issue3,Pub_Issue4,Pub_Issue5,WGS84_Lat,WGS84_Long,WGS84_Elev,Coord_Confidence,BCGS_Grid,Ag_AAS_ppm,As_AAS_ppm,Au_AAS_ppb,Co_AAS_ppm,Ge_AAS_ppm,Hg_AAS_ppb,Hg1_AAS_ppb,Mo_AAS_ppm,Ni_AAS_ppm,Sb_AAS_ppm,Se_AAS_ppm,Te_AAS_ppm,Zn_AAS_ppm,Ag_AIP_ppb,Al_AIP_%,As_AIP_ppm,Au_AIP_ppb,B_AIP_ppm,Ba_AIP_ppm,Be_AIP_ppm,Bi_AIP_ppm,Ca_AIP_%,Cd_AIP_ppm,Ce_AIP_ppm,Co_AIP_ppm,Cr_AIP_ppm,Cs_AIP_ppm,Cu_AIP_ppm,Fe_AIP_%,Ga_AIP_ppm,Ge_AIP_ppm,Hf_AIP_ppm,Hg_AIP_ppb,In_AIP_ppm,K_AIP_%,La_AIP_ppm,Li_AIP_ppm,Mg_AIP_%,Mn_AIP_ppm,Mo_AIP_ppm,Na_AIP_%,Nb_AIP_ppm,Ni_AIP_ppm,P_AIP_%,Pb_AIP_ppm,Pd_AIP_ppb,Pt_AIP_ppb,Rb_AIP_ppm,Re_AIP_ppb,S(T)_AIP_%,Sb_AIP_ppm,Sc_AIP_ppm,Se_AIP_ppm,Sn_AIP_ppm,Sr_AIP_ppm,Ta_AIP_ppm,Te_AIP_ppm,Th_AIP_ppm,Ti_AIP_ppm,Tl_AIP_ppm,U_AIP_ppm,V_AIP_ppm,W_AIP_ppm,Y_AIP_ppm,Zn_AIP_ppm,Zr_AIP_ppm,Ag_FA_ppm,Au_FA_ppb,Au1_FA_ppb,Au2_FA_ppb,Au3_FA_ppb,Ir_FA_ppb,Ir1_FA_ppb,Os_FA_ppb,Os1_FA_ppb,Pd_FA_ppb,Pd1_FA_ppb,Pd2_FA_ppb,Pd3_FA_ppb,Pt_FA_ppb,Pt1_FA_ppb,Pt2_FA_ppb,Pt3_FA_ppb,Rh_FA_ppb,Rh1_FA_ppb,Ru_FA_ppb,Ru1_FA_ppb,H2O+_GRV_%,H2O+1_GRV_%,H2O-_GRV_%,LOI_GRV_%,LOI1_GRV_%,Weight_GRV_g,Ag_INA_ppm,As_INA_ppm,Au_INA_ppb,B_INA_ppm,Ba_INA_ppm,Bi_INA_ppm,Br_INA_ppm,Ca_INA_%,Ce_INA_ppm,Co_INA_ppm,Cr_INA_ppm,Cs_INA_ppm,Cu_INA_ppm,Dy_INA_ppm,Er_INA_ppm,Eu_INA_ppm,Fe_INA_%,Gd_INA_ppm,Hf_INA_ppm,Hg_INA_ppm,Ho_INA_ppm,Ir_INA_ppb,La_INA_ppm,Li_INA_ppm,Lu_INA_ppm,Mo_INA_ppm,Na_INA_%,Nb_INA_ppm,Nd_INA_ppm,Ni_INA_ppm,Os_INA_ppb,Pb_INA_ppm,Pd_INA_ppb,Pr_INA_ppm,Pt_INA_ppb,Rb_INA_ppm,Re_INA_ppb,Rh_INA_ppb,Ru_INA_ppb,Sb_INA_ppm,Sc_INA_ppm,Se_INA_ppm,Sm_INA_ppm,Sn_INA_%,Sr_INA_%,Ta_INA_ppm,Tb_INA_ppm,Th_INA_ppm,Ti_INA_ppm,Tl_INA_ppm,Tm_INA_ppm,U_INA_ppm,V_INA_ppm,W_INA_ppm,Weight_INA_g,Y_INA_ppm,Yb_INA_ppm,Zn_INA_ppm,Zr_INA_ppm,CaF2_ISE_%,Cl_ISE_%,F_ISE_ppm,C(T)_LE_%,C(org)_LE_%,CO2_LE_%,H2O(T)_LE_%,H2O+_LE_%,S(T)_LE_%,S(T)1_LE_%,Ag_LIP_ppm,Al_LIP_%,Al2O3_LIP_%,As_LIP_ppm,Ba_LIP_ppm,Ba1_LIP_ppm,BaO_LIP_%,Be_LIP_ppm,Bi_LIP_ppm,CaO_LIP_%,CaO1_LIP_%,Cd_LIP_ppm,Ce_LIP_ppm,Co_LIP_ppm,Cr_LIP_ppm,Cr2O3_LIP_%,Cs_LIP_ppm,Cu_LIP_ppm,Dy_LIP_ppm,Er_LIP_ppm,Eu_LIP_ppm,Fe2O3(T)_LIP_%,Ga_LIP_ppm,Gd_LIP_ppm,Ge_LIP_ppm,Hf_LIP_ppm,Hg_LIP_ppb,Ho_LIP_ppm,In_LIP_ppm,K2O_LIP_%,K2O1_LIP_%,La_LIP_ppm,Lu_LIP_ppm,MgO_LIP_%,MgO1_LIP_%,MnO_LIP_%,Mo_LIP_ppm,Na2O_LIP_%,Na2O1_LIP_%,Nb_LIP_ppm,Nb1_LIP_ppm,Nd_LIP_ppm,Ni_LIP_ppm,Ni1_LIP_ppm,P2O5_LIP_%,Pb_LIP_ppm,Pr_LIP_ppm,Rb_LIP_ppm,Sb_LIP_ppm,Sc_LIP_ppm,Sc1_LIP_ppm,SiO2_LIP_%,SiO21_LIP_%,Sm_LIP_ppm,Sn_LIP_ppm,Sr_LIP_ppm,Sr1_LIP_ppm,Ta_LIP_ppm,Tb_LIP_ppm,Te_LIP_ppm,Th_LIP_ppm,Ti_LIP_ppm,TiO2_LIP_%,Tl_LIP_ppm,Tm_LIP_ppm,Total_LIP_%,U_LIP_ppm,V_LIP_ppm,W_LIP_ppm,Y_LIP_ppm,Y1_LIP_ppm,Yb_LIP_ppm,Zn_LIP_ppm,Zr_LIP_ppm,Zr1_LIP_ppm,Ag_MAS_ppm,Ag1_MAS_ppm,Al2O3_MAS_%,As_MAS_ppm,As1_MAS_ppm,Ba_MAS_ppm,Bi_MAS_ppm,Bi1_MAS_ppm,Ca_MAS_%,CaO_MAS_%,Cd_MAS_ppm,Co_MAS_ppm,Co1_MAS_ppm,Cr_MAS_ppm,Cs_MAS_ppm,Cu_MAS_ppm,Cu1_MAS_ppm,Eu_MAS_ppm,Fe_MAS_%,Fe2O3(T)_MAS_%,K_MAS_%,K2O_MAS_%,Li_MAS_ppm,Lu_MAS_ppm,Mg_MAS_%,MgO_MAS_%,Mn_MAS_ppm,MnO_MAS_%,Mo_MAS_ppm,Na_MAS_%,Na2O_MAS_%,Nb_MAS_ppm,Ni_MAS_ppm,Ni1_MAS_ppm,Pb_MAS_ppm,Pb1_MAS_ppm,Rb_MAS_ppm,Sb_MAS_ppm,Sb1_MAS_ppm,Sc_MAS_ppm,Se_MAS_ppm,SiO2_MAS_%,Sm_MAS_ppm,Sn_MAS_ppm,Sr_MAS_ppm,Ta_MAS_ppm,Tb_MAS_ppm,Te_MAS_ppm,Th_MAS_ppm,TiO2_MAS_%,Total_MAS_%,U_MAS_ppm,Y_MAS_ppm,Yb_MAS_ppm,Zn_MAS_ppm,Zn1_MAS_ppm,Zr_MAS_ppm,Ag_MIP_ppm,Al_MIP_%,As_MIP_ppm,Au_MIP_ppm,B_MIP_ppm,Ba_MIP_ppm,Be_MIP_ppm,Bi_MIP_ppm,Ca_MIP_%,Cd_MIP_ppm,Ce_MIP_ppm,Co_MIP_ppm,Cr_MIP_ppm,Cs_MIP_ppm,Cu_MIP_ppm,Dy_MIP_ppm,Er_MIP_ppm,Eu_MIP_ppm,Fe_MIP_%,Ga_MIP_ppm,Gd_MIP_ppm,Hf_MIP_ppm,Ho_MIP_ppm,In_MIP_ppm,K_MIP_%,La_MIP_ppm,Li_MIP_ppm,Lu_MIP_ppm,Mg_MIP_%,Mn_MIP_ppm,Mo_MIP_ppm,Na_MIP_%,Nb_MIP_ppm,Nd_MIP_ppm,Ni_MIP_ppm,P_MIP_%,Pb_MIP_ppm,Pr_MIP_ppm,Rb_MIP_ppm,Re_MIP_ppb,S(T)_MIP_%,Sb_MIP_ppm,Sc_MIP_ppm,Se_MIP_ppm,Sm_MIP_ppm,Sn_MIP_ppm,Sr_MIP_ppm,Ta_MIP_ppm,Tb_MIP_ppm,Te_MIP_ppm,Th_MIP_ppm,Ti_MIP_ppm,Tl_MIP_ppm,Tm_MIP_ppm,U_MIP_ppm,V_MIP_ppm,W_MIP_ppm,Y_MIP_ppm,Yb_MIP_ppm,Zn_MIP_ppm,Zr_MIP_ppm,B_SIP_ppm,Ba_SIP_ppm,Be_SIP_ppm,Bi_SIP_ppm,Ce_SIP_ppm,Cl_SIP_%,Cs_SIP_ppm,Dy_SIP_ppm,Er_SIP_ppm,Eu_SIP_ppm,Gd_SIP_ppm,Hf_SIP_ppm,Ho_SIP_ppm,La_SIP_ppm,Li_SIP_ppm,Lu_SIP_ppm,Mo_SIP_ppm,Nb_SIP_ppm,Nd_SIP_ppm,Pb_SIP_ppm,Pr_SIP_ppm,Rb_SIP_ppm,Sc_SIP_ppm,Sm_SIP_ppm,Sr_SIP_ppm,Ta_SIP_ppm,Tb_SIP_ppm,Th_SIP_ppm,Tl_SIP_ppm,Tm_SIP_ppm,U_SIP_ppm,V_SIP_ppm,Y_SIP_ppm,Yb_SIP_ppm,Zr_SIP_ppm,Ba_SP_ppm,FeO_TIT_%,Al2O3_XRF_%,Al2O31_XRF_%,As_XRF_ppm,Ba_XRF_ppm,Ba1_XRF_ppm,BaO_XRF_%,Bi_XRF_ppm,CaO_XRF_%,CaO1_XRF_%,Ce_XRF_ppm,Cl_XRF_%,Co_XRF_ppm,Cr_XRF_ppm,Cr1_XRF_ppm,Cr2O3_XRF_%,Cs_XRF_ppm,Cu_XRF_ppm,Fe2O3(T)_XRF_%,Fe2O3(T)1_XRF_%,Ga_XRF_ppm,Hf_XRF_ppm,K2O_XRF_%,K2O1_XRF_%,La_XRF_ppm,MgO_XRF_%,MgO1_XRF_%,MnO_XRF_%,MnO1_XRF_%,Mo_XRF_ppm,Na2O_XRF_%,Na2O1_XRF_%,Nb_XRF_ppm,Nd_XRF_ppm,Ni_XRF_ppm,P2O5_XRF_%,P2O51_XRF_%,Pb_XRF_ppm,Rb_XRF_ppm,Rb1_XRF_ppm,SO3_XRF_%,SO31_XRF_%,Sc_XRF_ppm,SiO2_XRF_%,SiO21_XRF_%,Sn_XRF_ppm,Sr_XRF_ppm,Sr1_XRF_ppm,Ta_XRF_ppm,Th_XRF_ppm,Th1_XRF_ppm,Ti_XRF_ppm,TiO2_XRF_%,TiO21_XRF_%,Total_XRF_%,Total1_XRF_%,U_XRF_ppm,U1_XRF_ppm,V_XRF_ppm,W_XRF_ppm,Y_XRF_ppm,Y1_XRF_ppm,Yb_XRF_ppm,Zn_XRF_ppm,Zr_XRF_ppm,Zr1_XRF_ppm
10823,JLO13-26-11,surface,RATS prospect,GF2014-02,P2014-01-03,,,,,49.5611599,-120.4591488,,H,92H.058,,,,,,,,,,,,,,2244,1.67,9.4,3,-20,27.8,0.4,0.15,0.96,0.58,11.9,40.3,25.6,0.83,4869.99,4.38,9.1,0.3,0.18,29,0.08,0.28,6.1,16.4,1.86,969,90.55,0.045,0.04,7.9,0.143,11.32,-10,3,15.1,10,0.12,0.49,6.3,3.5,0.7,33.9,-0.05,0.03,0.8,1280,0.1,0.3,145,6.1,8.48,79.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,17.5,9,,700,,-0.5,-1,24,36,43,-1,,,,0.9,5.35,,-1,-1,,-5,13.6,,0.06,56,2.26,,12,-20,,,,,,186,,,,2.3,12.7,-3,3.3,-0.02,-0.05,-0.5,-0.5,2.2,,,,-0.5,,12,36,,2,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10824,13LDi-7.5,surface,RATS prospect,GF2014-02,P2014-01-03,,,,,49.6054284,-120.6106516,,H,92H.067,,,,,,,,,,,,,,24,0.48,1.3,0.3,-20,82,0.2,0.1,0.05,0.08,39,1.5,26.6,1.01,3.39,1.21,1.7,-0.1,0.05,-5,-0.02,0.16,18.4,1.6,0.04,647,0.53,0.054,-0.02,0.7,0.031,13.4,-10,-2,5.7,-1,-0.02,0.07,1.6,-0.1,0.2,4.7,-0.05,-0.02,0.8,10,0.02,0.2,5,-0.1,3.59,51.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,3.5,-2,,610,,-0.5,-1,56,-1,54,-1,,,,1,1.44,,6,-1,,-5,24.6,,0.21,-1,3.54,,21,-20,,,,,,48,,,,0.8,7.7,-3,5.5,-0.02,-0.05,-0.5,-0.5,5.7,,,,3.7,,-1,37.5,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825,13LDi-8.3a,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.57348241,-120.5971202,,H,92H.058,,,,,,,,,,,,,,122,0.8,0.2,-0.2,-20,42.6,0.4,0.18,1.99,1.17,5.6,4.8,82.9,0.08,55.48,0.99,2.1,-0.1,0.24,-5,-0.02,0.03,2.8,4.3,0.59,694,3.87,0.012,0.16,31.2,0.074,24.99,-10,-2,1.2,8,-0.02,0.14,2.7,-0.1,0.3,56.6,-0.05,0.52,0.8,740,-0.02,0.5,65,0.5,7.62,164.2,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,4.3,-2,,340,,-0.5,6,22,7,179,-1,,,,0.8,2.43,,2,-1,,-5,13.1,,0.09,3,0.46,,8,-20,,,,,,-15,,,,1.8,7.5,-3,3.1,-0.02,-0.05,-0.5,0.5,2.4,,,,3,,-1,40.4,,1.9,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10826,13LDi-8.3b,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.57348241,-120.5971202,,H,92H.058,,,,,,,,,,,,,,170,0.67,0.7,-0.2,-20,51.3,0.3,0.17,1.45,1.19,4.9,5.3,105.2,0.08,151.18,0.91,2.3,0.1,0.18,-5,-0.02,0.02,2.6,2.8,0.43,585,10.3,0.017,0.09,37.1,0.052,19.57,-10,-2,2,17,-0.02,0.27,2.6,-0.1,0.2,48.2,-0.05,0.5,0.5,660,-0.02,0.5,84,0.7,7.11,126.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,4.3,-2,,-50,,-0.5,5,18,7,209,-1,,,,0.5,1.95,,-1,-1,,-5,10.5,,0.08,5,0.33,,6,-20,,,,,,-15,,,,1.9,6.5,-3,2.2,-0.02,-0.05,-0.5,-0.5,1.7,,,,2.4,,-1,36.9,,1.8,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10827,13LDi-8.3c,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.57348241,-120.5971202,,H,92H.058,,,,,,,,,,,,,,205,0.31,0.2,-0.2,-20,27.5,0.2,0.25,2.11,0.99,6.8,1.8,76.1,0.06,55.94,0.37,0.9,-0.1,0.18,-5,-0.02,0.02,3.1,0.9,0.18,384,1.78,0.047,0.25,5.7,0.07,61,-10,-2,0.7,-1,-0.02,0.16,2.1,-0.1,0.2,41.1,-0.05,0.2,0.9,700,-0.02,0.3,19,0.9,6.63,69.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,2.1,-2,,190,,-0.5,3,21,6,150,-1,,,,0.9,1.27,,3,-1,,-5,10.5,,0.08,-1,1.5,,5,-20,,,,,,-15,,,,2,6.9,-3,2.3,-0.02,-0.05,-0.5,-0.5,1.8,,,,2.2,,-1,39.8,,1.6,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10828,MHE13-18-6,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.73234181,-120.5431775,,H,92H.078,,,,,,,,,,,,,,179,0.93,0.8,2,-20,185.7,0.5,0.1,0.83,0.02,21.7,7,50.3,1.01,137.86,2.09,5.1,-0.1,0.1,-5,-0.02,0.15,15.1,11,0.66,276,0.39,0.064,0.31,10.5,0.103,3.15,-10,-2,11.5,-1,0.1,0.04,2.1,0.1,0.4,19.5,-0.05,0.02,8.4,1270,0.05,2,53,1.5,4.04,17.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-0.5,-2,,1000,,-0.5,-1,55,10,88,3,,,,1.1,2.46,,3,-1,,-5,32.2,,0.08,-1,3.15,,14,-20,,,,,,297,,,,0.2,5.7,-3,4.3,-0.02,-0.05,-0.5,-0.5,8.3,,,,3.4,,-1,29.2,,1.1,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10829,MHE13-19-10,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.69515363,-120.5149741,,H,92H.068,,,,,,,,,,,,,,79,1.96,4.6,1.5,-20,101.6,0.3,0.05,1.17,0.05,6.8,33.4,30.3,0.09,101.77,4.76,8.2,0.2,0.16,12,-0.02,0.06,3.1,8.1,1.76,747,0.97,0.057,0.06,12.6,0.142,1.23,-10,7,1,-1,0.61,0.15,5.2,0.7,0.3,47.8,-0.05,0.04,0.3,2040,-0.02,0.2,129,0.2,6.51,40.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,7.7,7,,740,,-0.5,-1,23,29,51,-1,,,,1,5.87,,2,-1,,-5,11.1,,0.09,-1,2.83,,12,-20,,,,,,30,,,,1.6,24.5,-3,3.3,-0.02,0.14,-0.5,-0.5,1.4,,,,-0.5,,-1,42.6,,1.6,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10830,MHE13-24-2,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.5231697,-120.6630591,,H,92H.057,,,,,,,,,,,,,,54,2.25,0.7,0.3,-20,8.5,-0.1,-0.02,0.92,0.03,2.3,30,18.1,0.18,105.86,4.29,6.1,-0.1,0.09,-5,-0.02,0.12,0.9,8.3,2.03,804,0.41,0.062,-0.02,7,0.069,0.31,-10,-2,4.6,-1,0.11,0.02,6.2,0.3,0.1,24.6,-0.05,0.02,0.1,2800,-0.02,-0.1,166,-0.1,5.74,56.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-0.5,-2,,-50,,-0.5,4,12,29,34,-1,,,,0.7,6.86,,2,-1,,-5,3.7,,-0.05,-1,2.11,,10,-20,,,,,,-15,,,,-0.1,33.7,-3,2.6,-0.02,-0.05,-0.5,-0.5,-0.2,,,,-0.5,,-1,37.8,,2.3,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10831,MHE13-6-2,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,50.23099344,-120.398774,,H,92I.029,,,,,,,,,,,,,,62,1.23,4.7,-0.2,-20,37.3,0.2,0.04,1.36,0.11,8.4,5.2,30.5,1,2.24,2.34,4.4,0.2,0.15,7,-0.02,0.08,4.2,2,0.18,679,0.17,0.139,0.02,2.3,0.103,4.43,-10,-2,3,-1,-0.02,0.13,4.6,-0.1,0.3,40.2,-0.05,-0.02,0.3,1270,-0.02,0.2,47,-0.1,18.35,59,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,7.5,-2,,-50,,-0.5,5,30,10,57,4,,,,1.8,4.11,,2,-1,,-5,10.5,,0.2,-1,2.65,,12,-20,,,,,,-15,,,,0.8,17.9,-3,5.5,-0.02,-0.05,-0.5,-0.5,1.4,,,,2.3,,-1,33.5,,4.8,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10832,MMI13-2-1,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.55656009,-120.4228381,,H,92H.058,,,,,,,,,,,,,,189,1.4,2,4.7,-20,91.5,0.6,0.46,0.67,0.2,24.9,8.2,47.4,0.58,57.81,2.39,6,-0.1,0.11,-5,0.02,0.14,13.9,8.8,0.6,369,0.9,0.067,0.19,4.7,0.049,9.12,-10,-2,6.4,1,0.92,0.03,5,0.4,1,14.6,-0.05,0.26,9.1,1330,0.03,1.8,50,0.3,11.22,28.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,3.3,-2,,1230,,-0.5,-1,39,7,87,2,,,,0.9,2.58,,4,-1,,-5,23.6,,0.09,-1,2.5,,10,-20,,,,,,155,,,,-0.1,9.2,-3,4.3,-0.02,-0.05,-0.5,-0.5,7.3,,,,4.3,,-1,35.5,,1.9,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10833,MMI13-2-2a,surface,Epithermal vein ,GF2014-02,P2014-01-03,,,,,49.55962528,-120.4215149,,H,92H.058,,,,,,,,,,,,,,291,0.3,-0.1,5.2,-20,351.3,0.2,0.86,0.05,0.03,21.7,1,50.2,0.66,13.8,0.61,0.7,-0.1,0.09,10,-0.02,0.23,12.1,0.3,0.02,12,19.49,0.009,-0.02,1.6,0.006,22.47,-10,-2,8.5,14,0.36,0.04,0.4,0.6,0.1,37.8,-0.05,0.09,4.1,-10,0.11,0.7,-2,-0.1,2.6,4.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,2,9,,720,,-0.5,-1,29,2,99,3,,,,0.4,0.85,,5,-1,,-5,15.5,,0.14,11,0.31,,10,-20,,,,,,236,,,,0.8,4.8,-3,2.8,-0.02,-0.05,-0.5,-0.5,5.2,,,,2.5,,-1,28,,2.3,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
